Start Station Name,End Station Name,Count
de Maisonneuve / Fullum,Dorion / Ontario,8
Collège de Maisonneuve (Sherbrooke / Bourbonnière),Place Valois (Valois / Ontario),47
Collège de Maisonneuve (Sherbrooke / Bourbonnière),Fullum / Marie-Anne,8
Collège de Maisonneuve (Sherbrooke / Bourbonnière),Métro Viau (Pierre-de-Coubertin / Viau),5
Place Ville-Marie (Robert-Bourassa / René-Lévesque),Regina / de Verdun,1
LaSalle / Godin,Métro Verdun (Willibrord / de Verdun),16
LaSalle / Godin,Regina / de Verdun,21
Peel / Notre-Dame,St-Laurent / Pl. du Marché,13
Peel / Notre-Dame,Fullum / Marie-Anne,7
Peel / Notre-Dame,Métro Lionel-Groulx (St-Jacques / Atwater),8
Métro Sauvé (Berri / Sauvé),Chabanel / du Parc,26
Milton / St-Laurent,Bernard / Jeanne-Mance,11
Métro Université de Montréal (Édouard-Montpetit / Louis-Collin),Métro Rosemont (de St-Vallier / Rosemont),1
Métro Université de Montréal (Édouard-Montpetit / Louis-Collin),St-Laurent / Pl. du Marché,8
Métro Université de Montréal (Édouard-Montpetit / Louis-Collin),Marché Jean-Talon (Casgrain / Shamrock),7
St-Jacques / Richmond,Métro Lionel-Groulx (St-Jacques / Atwater),7
Stanley / René-Lévesque,Frontenac / Ste-Catherine,4
Stanley / René-Lévesque,St-Laurent / Pl. du Marché,3
Stanley / René-Lévesque,Dorion / Ontario,7
Métro Beaubien (de St-Vallier / Beaubien),Bernard / Jeanne-Mance,29
Métro Beaubien (de St-Vallier / Beaubien),Marché Jean-Talon (Casgrain / Shamrock),25
Métro Beaubien (de St-Vallier / Beaubien),20e avenue / de Bellechasse,9
Métro Beaubien (de St-Vallier / Beaubien),Villeray / De Normanville,6
Métro Beaubien (de St-Vallier / Beaubien),Métro Sauvé (Berri / Sauvé),3
Métro Peel (de Maisonneuve / Stanley),Marché Jean-Talon (Casgrain / Shamrock),1
Métro Peel (de Maisonneuve / Stanley),du Mont-Royal / de Brébeuf,3
Métro Peel (de Maisonneuve / Stanley),Dorion / Ontario,6
Métro Peel (de Maisonneuve / Stanley),Fullum / Marie-Anne,3
Métro Peel (de Maisonneuve / Stanley),St-Laurent / Pl. du Marché,4
Métro Papineau (Dorion / De Maisonneuve),Dorion / Ontario,136
Métro Papineau (Dorion / De Maisonneuve),du Mont-Royal / de Brébeuf,4
Garnier / du Mont-Royal,Bibliothèque et Complexe aquatique Rosemont (8e avenue / Rosemont),4
Métro Laurier (Berri / St-Joseph),Marché Jean-Talon (Casgrain / Shamrock),7
Métro Laurier (Berri / St-Joseph),Fullum / Marie-Anne,10
Métro Laurier (Berri / St-Joseph),du Mont-Royal / de Brébeuf,9
Fortune / Wellington,St-Laurent / Pl. du Marché,7
Fortune / Wellington,Regina / de Verdun,3
Fortune / Wellington,Métro Lionel-Groulx (St-Jacques / Atwater),6
Fullum / Marie-Anne,Fullum / Marie-Anne,26
Fullum / Marie-Anne,Dorion / Ontario,6
St-Patrick / Thomas-Keefer,Regina / de Verdun,29
Messier / St-Joseph,Villeray / De Normanville,3
de la Côte-Ste-Catherine / Davaar,Bernard / Jeanne-Mance,12
Métro Sherbrooke (de Rigaud / Berri),du Mont-Royal / de Brébeuf,10
de la Côte-Ste-Catherine / Davaar,HEC (Decelles / Jean-Brillant),1
Jeanne-Mance / René-Lévesque,Calixa-Lavallée / Rachel,1
Messier / St-Joseph,Marché Jean-Talon (Casgrain / Shamrock),3
du Mont-Royal / St-André,Chabanel / du Parc,8
St-Jacques / Vinet,Atwater / Greene,11
Parc Beaubien Outremont (Stuart / St-Viateur),6e Avenue / Bélanger,1
Parc Beaubien Outremont (Stuart / St-Viateur),Marché Jean-Talon (Casgrain / Shamrock),1
Roy / St-André,Place Valois (Valois / Ontario),1
Roy / St-André,Métro Rosemont (de St-Vallier / Rosemont),4
Roy / St-André,St-Laurent / Pl. du Marché,33
Notre-Dame / St-Gabriel,Dorion / Ontario,3
Métro Parc  (Hutchison / Ogilvy),Bibliothèque et Complexe aquatique Rosemont (8e avenue / Rosemont),2
St-Laurent / Pl. du Marché,St-Laurent / Pl. du Marché,108
St-Laurent / Pl. du Marché,Métro Lionel-Groulx (St-Jacques / Atwater),2
St-Laurent / Pl. du Marché,Place Valois (Valois / Ontario),2
St-Laurent / Pl. du Marché,Dorion / Ontario,18
Complexe Desjardins (St-Urbain / René-Lévesque),Métro Lionel-Groulx (St-Jacques / Atwater),14
Fabrik8 (Waverly / Jean-Talon),Métro Viau (Pierre-de-Coubertin / Viau),3
Fabrik8 (Waverly / Jean-Talon),Bernard / Jeanne-Mance,9
du Parc-Lafontaine / Rachel,20e avenue / de Bellechasse,2
du Parc-Lafontaine / Rachel,du Mont-Royal / de Brébeuf,24
du Parc-Lafontaine / Rachel,Bernard / Jeanne-Mance,19
Bernard / Jeanne-Mance,Fullum / Marie-Anne,23
Bernard / Jeanne-Mance,Marché Jean-Talon (Casgrain / Shamrock),44
Bernard / Jeanne-Mance,Bernard / Jeanne-Mance,63
Bernard / Jeanne-Mance,du Mont-Royal / de Brébeuf,5
Bernard / Jeanne-Mance,Bibliothèque et Complexe aquatique Rosemont (8e avenue / Rosemont),6
Bernard / Jeanne-Mance,Place Valois (Valois / Ontario),11
Bernard / Jeanne-Mance,6e Avenue / Bélanger,1
Marquette / des Carrières,Métro Rosemont (de St-Vallier / Rosemont),119
Marquette / des Carrières,Marché Jean-Talon (Casgrain / Shamrock),34
Marquette / des Carrières,Bibliothèque et Complexe aquatique Rosemont (8e avenue / Rosemont),15
Bernard / Jeanne-Mance,HEC (Decelles / Jean-Brillant),5
de Maisonneuve / Greene,HEC (Decelles / Jean-Brillant),6
Cartier / Marie-Anne,Marché Jean-Talon (Casgrain / Shamrock),32
Cartier / Marie-Anne,Fullum / Marie-Anne,30
Cartier / Marie-Anne,Dorion / Ontario,31
Cartier / Marie-Anne,Bernard / Jeanne-Mance,10
Cartier / Marie-Anne,du Mont-Royal / de Brébeuf,33
HEC (Decelles / Jean-Brillant),HEC (Decelles / Jean-Brillant),28
HEC (Decelles / Jean-Brillant),Villeray / De Normanville,1
HEC (Decelles / Jean-Brillant),Bernard / Jeanne-Mance,6
Square Viger (Berri / Viger),Bernard / Jeanne-Mance,21
Beaubien / 8e avenue,Fullum / Marie-Anne,1
Collège de Maisonneuve (Sherbrooke / Bourbonnière),Calixa-Lavallée / Rachel,5
Peel / Notre-Dame,du Mont-Royal / de Brébeuf,6
Métro Sauvé (Berri / Sauvé),Métro Sauvé (Berri / Sauvé),6
Ste-Catherine / Bishop,Métro Sherbrooke (de Rigaud / Berri),2
Ste-Catherine / Bishop,St-Urbain / Laurier,1
Grey / Sherbrooke,St-Urbain / Laurier,11
Grey / Sherbrooke,de Maisonneuve / Aylmer (est),13
Marché St-Jacques (Atateken),Square Viger (Berri / Viger),44
Marché St-Jacques (Atateken),de l'Hôtel-de-Ville / Rachel,23
Marché St-Jacques (Atateken),Aylwin / Ontario,14
Marché St-Jacques (Atateken),de Maisonneuve / Aylmer (est),19
Marché St-Jacques (Atateken),Complexe Desjardins (St-Urbain / René-Lévesque),31
Marché St-Jacques (Atateken),St-Urbain / Laurier,7
Marché St-Jacques (Atateken),du Mont-Royal / Clark,9
Fabre / Jean-Talon,Parc Molson (d'Iberville / Beaubien),6
Fabre / Jean-Talon,Milton / St-Laurent,12
Fabre / Jean-Talon,du Mont-Royal / Clark,3
Parc Jeanne-Mance (du Mont-Royal / du Parc),Square Viger (Berri / Viger),37
Parc Jeanne-Mance (du Mont-Royal / du Parc),Roy / Saint-Laurent,17
Parc Jeanne-Mance (du Mont-Royal / du Parc),Milton / St-Laurent,12
Parc Jeanne-Mance (du Mont-Royal / du Parc),de l'Hôtel-de-Ville / Rachel,28
Parc Jeanne-Mance (du Mont-Royal / du Parc),Métro Sherbrooke (de Rigaud / Berri),10
Émile-Duployé / Rachel,St-Urbain / Laurier,28
Émile-Duployé / Rachel,de l'Hôtel-de-Ville / Rachel,58
Émile-Duployé / Rachel,du Mont-Royal / Clark,68
Émile-Duployé / Rachel,Milton / St-Laurent,21
Émile-Duployé / Rachel,Métro Sherbrooke (de Rigaud / Berri),27
Laurier / de Brébeuf,Métro Sherbrooke (de Rigaud / Berri),32
Laurier / de Brébeuf,de l'Hôtel-de-Ville / Rachel,16
Laurier / de Brébeuf,du Mont-Royal / Clark,43
Laurier / de Brébeuf,Milton / St-Laurent,12
Laurier / de Brébeuf,15e avenue / Laurier,14
Laurier / de Brébeuf,Complexe Desjardins (St-Urbain / René-Lévesque),3
Laurier / de Brébeuf,St-Urbain / Laurier,59
Laurier / de Brébeuf,Parc Molson (d'Iberville / Beaubien),12
Laurier / de Brébeuf,Parc du Père-Marquette (de Bellechasse / de Lanaudière),6
Grand Boulevard / Sherbrooke,Parc Labelle (LaSalle / Henri-Duhamel),4
Notre-Dame / St-Martin,Roy / Saint-Laurent,2
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),Aylwin / Ontario,7
Square Viger (Berri / Viger),Square Viger (Berri / Viger),55
Square Viger (Berri / Viger),du Mont-Royal / Clark,24
Square Viger (Berri / Viger),de l'Hôtel-de-Ville / Rachel,2
Beaubien / 8e avenue,15e avenue / Laurier,1
de Maisonneuve / Fullum,de l'Hôtel-de-Ville / Rachel,1
de Maisonneuve / Fullum,Square Viger (Berri / Viger),10
de Maisonneuve / Fullum,de Maisonneuve / Aylmer (est),2
de Maisonneuve / Fullum,du Mont-Royal / Clark,2
de Maisonneuve / Fullum,Parc Molson (d'Iberville / Beaubien),3
de Maisonneuve / Fullum,Complexe Desjardins (St-Urbain / René-Lévesque),16
de Maisonneuve / Fullum,15e avenue / Laurier,7
Collège de Maisonneuve (Sherbrooke / Bourbonnière),Aylwin / Ontario,32
Collège de Maisonneuve (Sherbrooke / Bourbonnière),15e avenue / Laurier,11
Collège de Maisonneuve (Sherbrooke / Bourbonnière),de l'Hôtel-de-Ville / Rachel,4
Place Ville-Marie (Robert-Bourassa / René-Lévesque),Métro Sherbrooke (de Rigaud / Berri),4
Place Ville-Marie (Robert-Bourassa / René-Lévesque),de l'Hôtel-de-Ville / Rachel,2
Peel / Notre-Dame,de Maisonneuve / Aylmer (est),9
Peel / Notre-Dame,Métro Sherbrooke (de Rigaud / Berri),10
Peel / Notre-Dame,du Mont-Royal / Clark,3
Métro Sauvé (Berri / Sauvé),Parc du Père-Marquette (de Bellechasse / de Lanaudière),1
Milton / St-Laurent,Milton / St-Laurent,79
Milton / St-Laurent,de la Commune / Place Jacques-Cartier,5
Milton / St-Laurent,Roy / Saint-Laurent,31
Milton / St-Laurent,Notre-Dame / St-Gabriel,5
Milton / St-Laurent,de Maisonneuve / Aylmer (est),9
Milton / St-Laurent,de l'Hôtel-de-Ville / Rachel,28
Milton / St-Laurent,du Mont-Royal / Clark,48
Milton / St-Laurent,Complexe Desjardins (St-Urbain / René-Lévesque),7
Métro Université de Montréal (Édouard-Montpetit / Louis-Collin),Parc Molson (d'Iberville / Beaubien),4
Parc Labelle (LaSalle / Henri-Duhamel),Parc Labelle (LaSalle / Henri-Duhamel),5
St-Jacques / Richmond,Milton / St-Laurent,2
Stanley / René-Lévesque,Métro Sherbrooke (de Rigaud / Berri),2
Stanley / René-Lévesque,Milton / St-Laurent,28
Stanley / René-Lévesque,du Mont-Royal / Clark,49
Stanley / René-Lévesque,Square Viger (Berri / Viger),2
Calixa-Lavallée / Rachel 2,Métro Joliette  (Hochelaga / Joliette),1
Calixa-Lavallée / Rachel 2,du Mont-Royal / Clark,2
Métro Beaubien (de St-Vallier / Beaubien),Métro Sherbrooke (de Rigaud / Berri),11
Métro Beaubien (de St-Vallier / Beaubien),St-Urbain / Laurier,35
Métro Beaubien (de St-Vallier / Beaubien),Milton / St-Laurent,2
Métro Beaubien (de St-Vallier / Beaubien),du Mont-Royal / Clark,13
Métro Beaubien (de St-Vallier / Beaubien),Parc du Père-Marquette (de Bellechasse / de Lanaudière),26
Métro Beaubien (de St-Vallier / Beaubien),de l'Hôtel-de-Ville / Rachel,9
Métro Beaubien (de St-Vallier / Beaubien),Parc Molson (d'Iberville / Beaubien),65
Métro Peel (de Maisonneuve / Stanley),Milton / St-Laurent,45
Métro Peel (de Maisonneuve / Stanley),Complexe Desjardins (St-Urbain / René-Lévesque),11
Métro Peel (de Maisonneuve / Stanley),de Maisonneuve / Aylmer (est),5
Métro Peel (de Maisonneuve / Stanley),de la Commune / Place Jacques-Cartier,12
Métro Peel (de Maisonneuve / Stanley),Parc Labelle (LaSalle / Henri-Duhamel),2
Métro Peel (de Maisonneuve / Stanley),du Mont-Royal / Clark,14
Métro Peel (de Maisonneuve / Stanley),Roy / Saint-Laurent,8
Métro Papineau (Dorion / De Maisonneuve),Complexe Desjardins (St-Urbain / René-Lévesque),4
Garnier / du Mont-Royal,St-Urbain / Laurier,25
Garnier / du Mont-Royal,Métro Sherbrooke (de Rigaud / Berri),17
Garnier / du Mont-Royal,du Mont-Royal / Clark,53
Métro Laurier (Berri / St-Joseph),Métro Sherbrooke (de Rigaud / Berri),8
Métro Laurier (Berri / St-Joseph),du Mont-Royal / Clark,6
Métro Laurier (Berri / St-Joseph),Roy / Saint-Laurent,10
Métro Laurier (Berri / St-Joseph),15e avenue / Laurier,11
Métro Laurier (Berri / St-Joseph),Complexe Desjardins (St-Urbain / René-Lévesque),2
Métro Laurier (Berri / St-Joseph),Square Viger (Berri / Viger),3
Métro Laurier (Berri / St-Joseph),St-Urbain / Laurier,19
Fortune / Wellington,St-Patrick / Thomas-Keefer,5
Parc MacDonald (Clanranald / Isabella),St-Urbain / Laurier,1
Parc MacDonald (Clanranald / Isabella),Roy / Saint-Laurent,1
St-Patrick / Thomas-Keefer,St-Patrick / Thomas-Keefer,20
Messier / St-Joseph,Parc du Père-Marquette (de Bellechasse / de Lanaudière),5
Messier / St-Joseph,de l'Hôtel-de-Ville / Rachel,3
Métro Sherbrooke (de Rigaud / Berri),Square Viger (Berri / Viger),15
Métro Sherbrooke (de Rigaud / Berri),Roy / Saint-Laurent,69
Métro Sherbrooke (de Rigaud / Berri),Complexe Desjardins (St-Urbain / René-Lévesque),6
de la Côte-Ste-Catherine / Davaar,Aylwin / Ontario,20
de la Côte-Ste-Catherine / Davaar,St-Urbain / Laurier,5
Jeanne-Mance / René-Lévesque,Notre-Dame / St-Gabriel,1
Jeanne-Mance / René-Lévesque,Complexe Desjardins (St-Urbain / René-Lévesque),9
Jeanne-Mance / René-Lévesque,Métro Sherbrooke (de Rigaud / Berri),1
Messier / St-Joseph,15e avenue / Laurier,3
du Mont-Royal / St-André,Complexe Desjardins (St-Urbain / René-Lévesque),1
Parc Beaubien Outremont (Stuart / St-Viateur),de Maisonneuve / Aylmer (est),8
Roy / St-André,Parc du Père-Marquette (de Bellechasse / de Lanaudière),27
Roy / St-André,Square Viger (Berri / Viger),17
Roy / St-André,Roy / Saint-Laurent,73
Roy / St-André,du Mont-Royal / Clark,17
Roy / St-André,de l'Hôtel-de-Ville / Rachel,10
Roy / St-André,Métro Sherbrooke (de Rigaud / Berri),43
St-Laurent / Pl. du Marché,Complexe Desjardins (St-Urbain / René-Lévesque),11
St-Laurent / Pl. du Marché,du Mont-Royal / Clark,17
St-Laurent / Pl. du Marché,Notre-Dame / St-Gabriel,9
St-Laurent / Pl. du Marché,de l'Hôtel-de-Ville / Rachel,8
St-Laurent / Pl. du Marché,St-Urbain / Laurier,3
du Parc-Lafontaine / Rachel,Métro Sherbrooke (de Rigaud / Berri),13
du Parc-Lafontaine / Rachel,Aylwin / Ontario,2
du Parc-Lafontaine / Rachel,St-Urbain / Laurier,15
du Parc-Lafontaine / Rachel,15e avenue / Laurier,3
Ste-Catherine / Bishop,de l'Hôtel-de-Ville / Rachel,12
Bernard / Jeanne-Mance,Complexe Desjardins (St-Urbain / René-Lévesque),15
Bernard / Jeanne-Mance,du Mont-Royal / Clark,126
Bernard / Jeanne-Mance,Square Viger (Berri / Viger),47
Bernard / Jeanne-Mance,Métro Sherbrooke (de Rigaud / Berri),17
Bernard / Jeanne-Mance,de Maisonneuve / Aylmer (est),4
Bernard / Jeanne-Mance,Parc Molson (d'Iberville / Beaubien),35
Marquette / des Carrières,du Mont-Royal / Clark,13
Marquette / des Carrières,Parc Molson (d'Iberville / Beaubien),6
Émile-Duployé / Rachel,Square Viger (Berri / Viger),6
Émile-Duployé / Rachel,Complexe Desjardins (St-Urbain / René-Lévesque),4
Bernard / Jeanne-Mance,Parc du Père-Marquette (de Bellechasse / de Lanaudière),11
Bernard / Jeanne-Mance,St-Urbain / Laurier,36
de Maisonneuve / Greene,Roy / Saint-Laurent,1
Cartier / Marie-Anne,St-Urbain / Laurier,32
Cartier / Marie-Anne,de l'Hôtel-de-Ville / Rachel,34
Cartier / Marie-Anne,Milton / St-Laurent,10
Cartier / Marie-Anne,Aylwin / Ontario,9
Cartier / Marie-Anne,Parc Molson (d'Iberville / Beaubien),19
Cartier / Marie-Anne,15e avenue / Laurier,2
Cartier / Marie-Anne,Métro Sherbrooke (de Rigaud / Berri),15
Cartier / Marie-Anne,du Mont-Royal / Clark,14
HEC (Decelles / Jean-Brillant),du Mont-Royal / Clark,22
HEC (Decelles / Jean-Brillant),St-Urbain / Laurier,4
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),St-Urbain / Laurier,1
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),de l'Hôtel-de-Ville / Rachel,5
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),Complexe Desjardins (St-Urbain / René-Lévesque),35
Square Viger (Berri / Viger),Parc Molson (d'Iberville / Beaubien),8
Square Viger (Berri / Viger),Aylwin / Ontario,21
Beaubien / 8e avenue,St-Urbain / Laurier,2
Beaubien / 8e avenue,Parc Molson (d'Iberville / Beaubien),12
Collège Ahuntsic (St-Hubert / Émile-Journault),de l'Hôtel-de-Ville / Rachel,1
LaSalle / Godin,St-Patrick / Thomas-Keefer,2
Peel / Notre-Dame,de la Commune / Place Jacques-Cartier,3
Parc Labelle (LaSalle / Henri-Duhamel),St-Patrick / Thomas-Keefer,7
Ste-Catherine / Bishop,de la Montagne / Notre-Dame,67
Ste-Catherine / Bishop,Jeanne-Mance / Sherbrooke,7
Ste-Catherine / Bishop,Métro St-Laurent (de Maisonneuve / St-Laurent),10
Ste-Catherine / Bishop,Marché St-Jacques (Atateken),13
Ste-Catherine / Bishop,Grey / Sherbrooke,3
Grey / Sherbrooke,Parc Georges St-Pierre (Oxford / Upper Lachine),1
Marché St-Jacques (Atateken),Jeanne-Mance / Sherbrooke,16
Marché St-Jacques (Atateken),Marché St-Jacques (Atateken),56
Marché St-Jacques (Atateken),Métro St-Laurent (de Maisonneuve / St-Laurent),31
Marché St-Jacques (Atateken),Métro Papineau (Dorion / De Maisonneuve),42
Marché St-Jacques (Atateken),Métro Mont-Royal (Utilités publiques / Rivard),25
Marché St-Jacques (Atateken),Rachel / de Brébeuf,14
Marché St-Jacques (Atateken),Émile-Duployé / Rachel,8
Marché St-Jacques (Atateken),Métro Frontenac (Ontario / du Havre),31
Fabre / Jean-Talon,Émile-Duployé / Rachel,16
Fabre / Jean-Talon,Marquette / des Carrières,7
Fabre / Jean-Talon,Marché St-Jacques (Atateken),1
Fabre / Jean-Talon,Métro Mont-Royal (Utilités publiques / Rivard),5
Parc Jeanne-Mance (du Mont-Royal / du Parc),CCI Outremont (Dollard / Ducharme),3
Parc Jeanne-Mance (du Mont-Royal / du Parc),Jeanne-Mance / Sherbrooke,42
Parc Jeanne-Mance (du Mont-Royal / du Parc),Émile-Duployé / Rachel,11
Parc Jeanne-Mance (du Mont-Royal / du Parc),Métro St-Laurent (de Maisonneuve / St-Laurent),17
Parc Jeanne-Mance (du Mont-Royal / du Parc),Émery / St-Denis,24
Parc Jeanne-Mance (du Mont-Royal / du Parc),Métro Mont-Royal (Utilités publiques / Rivard),68
Émile-Duployé / Rachel,Clark / de l'Arcade,3
Émile-Duployé / Rachel,Métro Papineau (Dorion / De Maisonneuve),22
Émile-Duployé / Rachel,Campus MIL (Thérèse-Lavoie Roux / Outremont),7
Émile-Duployé / Rachel,Marché Maisonneuve (Ontario / Morgan),4
Émile-Duployé / Rachel,Métro St-Laurent (de Maisonneuve / St-Laurent),14
Émile-Duployé / Rachel,Métro Mont-Royal (Utilités publiques / Rivard),71
Émile-Duployé / Rachel,Émile-Duployé / Rachel,42
Émile-Duployé / Rachel,Marché St-Jacques (Atateken),25
Laurier / de Brébeuf,Marché St-Jacques (Atateken),21
Laurier / de Brébeuf,Campus MIL (Thérèse-Lavoie Roux / Outremont),26
Laurier / de Brébeuf,Métro Mont-Royal (Utilités publiques / Rivard),36
Laurier / de Brébeuf,Émile-Duployé / Rachel,17
Laurier / de Brébeuf,Métro St-Laurent (de Maisonneuve / St-Laurent),7
Laurier / de Brébeuf,Clark / de l'Arcade,23
Grand Boulevard / Sherbrooke,Grey / Sherbrooke,16
Notre-Dame / St-Martin,Robert-Bourassa / St-Maurice,24
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),Émile-Duployé / Rachel,6
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),Marché St-Jacques (Atateken),93
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),Métro Papineau (Dorion / De Maisonneuve),104
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),de la Montagne / Notre-Dame,28
Square Viger (Berri / Viger),Rachel / de Brébeuf,15
Square Viger (Berri / Viger),Marquette / des Carrières,14
Beaubien / 8e avenue,Collège de Maisonneuve (Sherbrooke / Bourbonnière),9
Beaubien / 8e avenue,Clark / de l'Arcade,7
des Barges / des Bassins,de la Montagne / Notre-Dame,32
des Barges / des Bassins,de Courcelle / Acorn,1
des Barges / des Bassins,Marché Atwater,21
de Maisonneuve / Fullum,Jeanne-Mance / Sherbrooke,3
de Maisonneuve / Fullum,Marché St-Jacques (Atateken),25
de Maisonneuve / Fullum,Métro St-Laurent (de Maisonneuve / St-Laurent),4
de Maisonneuve / Fullum,Métro Papineau (Dorion / De Maisonneuve),121
Collège de Maisonneuve (Sherbrooke / Bourbonnière),Marché Maisonneuve (Ontario / Morgan),3
Collège de Maisonneuve (Sherbrooke / Bourbonnière),Marquette / des Carrières,1
Collège de Maisonneuve (Sherbrooke / Bourbonnière),Collège de Maisonneuve (Sherbrooke / Bourbonnière),24
Place Ville-Marie (Robert-Bourassa / René-Lévesque),Marquette / des Carrières,8
Place Ville-Marie (Robert-Bourassa / René-Lévesque),Atwater / Sherbrooke,1
Peel / Notre-Dame,Métro Papineau (Dorion / De Maisonneuve),22
Peel / Notre-Dame,Robert-Bourassa / St-Maurice,3
Peel / Notre-Dame,Jeanne-Mance / Sherbrooke,6
Milton / St-Laurent,Grey / Sherbrooke,1
Milton / St-Laurent,Métro St-Laurent (de Maisonneuve / St-Laurent),43
Milton / St-Laurent,Clark / de l'Arcade,13
Milton / St-Laurent,Émile-Duployé / Rachel,16
Milton / St-Laurent,Jeanne-Mance / Sherbrooke,15
Milton / St-Laurent,de la Montagne / Notre-Dame,2
Milton / St-Laurent,Marché St-Jacques (Atateken),13
Milton / St-Laurent,Métro Mont-Royal (Utilités publiques / Rivard),29
Milton / St-Laurent,Atwater / Sherbrooke,1
