Start Station Name,End Station Name,Count,Total Duration
Marché St-Jacques (Atateken),Dorion / Ontario,88,40179534
Marché St-Jacques (Atateken),Place Valois (Valois / Ontario),5,5384264
Marché St-Jacques (Atateken),St-Laurent / Pl. du Marché,13,7102643
Marché St-Jacques (Atateken),Frontenac / Ste-Catherine,6,4230448
Marché St-Jacques (Atateken),Métro Lionel-Groulx (St-Jacques / Atwater),1,2030384
Métro Jolicoeur (de Sève / Drake),Métro Verdun (Willibrord / de Verdun),1,521373
Beurling / Godin,Métro Verdun (Willibrord / de Verdun),2,1621431
Beurling / Godin,Métro Jolicoeur (de Sève / Drake),17,7863158
Fabre / Jean-Talon,Bibliothèque et Complexe aquatique Rosemont (8e avenue / Rosemont),7,6784571
Fabre / Jean-Talon,Marché Jean-Talon (Casgrain / Shamrock),18,10151171
Fabre / Jean-Talon,Fullum / Marie-Anne,1,782554
Parc Jeanne-Mance (du Mont-Royal / du Parc),Dorion / Ontario,8,9002622
Parc Jeanne-Mance (du Mont-Royal / du Parc),Fullum / Marie-Anne,7,8442410
Parc Jeanne-Mance (du Mont-Royal / du Parc),Bernard / Jeanne-Mance,18,81931113
Émile-Duployé / Rachel,Dorion / Ontario,14,9616792
Émile-Duployé / Rachel,Bibliothèque et Complexe aquatique Rosemont (8e avenue / Rosemont),2,2747388
Laurier / de Brébeuf,Fullum / Marie-Anne,31,18281590
Laurier / de Brébeuf,Dorion / Ontario,18,17394016
Laurier / de Brébeuf,Bernard / Jeanne-Mance,39,29185335
Laurier / de Brébeuf,Marché Jean-Talon (Casgrain / Shamrock),25,27001122
Laurier / de Brébeuf,de Marseille / de la Pépinière,1,2489448
Laurier / de Brébeuf,du Mont-Royal / de Brébeuf,54,17305897
Laurier / de Brébeuf,Place Valois (Valois / Ontario),6,10577358
Notre-Dame / St-Martin,Métro Lionel-Groulx (St-Jacques / Atwater),21,9201979
Notre-Dame / St-Martin,Atwater / Greene,30,12552634
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),Dorion / Ontario,121,84652419
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),Frontenac / Ste-Catherine,11,7698013
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),Fullum / Marie-Anne,13,14792105
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),Métro Jolicoeur (de Sève / Drake),2,5515926
Square Viger (Berri / Viger),Fullum / Marie-Anne,34,53366935
Square Viger (Berri / Viger),St-Laurent / Pl. du Marché,8,3343851
Beaubien / 8e avenue,Bernard / Jeanne-Mance,1,1258447
Beaubien / 8e avenue,Métro Rosemont (de St-Vallier / Rosemont),32,27442950
Beaubien / 8e avenue,Bibliothèque et Complexe aquatique Rosemont (8e avenue / Rosemont),2,357797
des Barges / des Bassins,Atwater / Greene,4,2511171
des Barges / des Bassins,Bernard / Jeanne-Mance,1,2145030
des Barges / des Bassins,Métro Lionel-Groulx (St-Jacques / Atwater),14,7855148
de Maisonneuve / Fullum,Pierre-de-Coubertin / Aird,1,1515493
de Maisonneuve / Fullum,Place Valois (Valois / Ontario),3,2339847
de Maisonneuve / Fullum,Fullum / Marie-Anne,3,1715381
de Maisonneuve / Fullum,Métro Viau (Pierre-de-Coubertin / Viau),4,7614081
de Maisonneuve / Fullum,du Mont-Royal / de Brébeuf,1,1019905
de Maisonneuve / Fullum,Dorion / Ontario,8,3303948
Collège de Maisonneuve (Sherbrooke / Bourbonnière),Place Valois (Valois / Ontario),47,16980063
Collège de Maisonneuve (Sherbrooke / Bourbonnière),Fullum / Marie-Anne,8,7135333
Collège de Maisonneuve (Sherbrooke / Bourbonnière),Métro Viau (Pierre-de-Coubertin / Viau),5,1956806
Place Ville-Marie (Robert-Bourassa / René-Lévesque),Regina / de Verdun,1,2944030
LaSalle / Godin,Métro Verdun (Willibrord / de Verdun),16,7183523
LaSalle / Godin,Regina / de Verdun,21,14914536
Peel / Notre-Dame,St-Laurent / Pl. du Marché,13,11250539
Peel / Notre-Dame,Fullum / Marie-Anne,7,13436132
Peel / Notre-Dame,Métro Lionel-Groulx (St-Jacques / Atwater),8,5955865
Métro Sauvé (Berri / Sauvé),Chabanel / du Parc,26,15573054
Milton / St-Laurent,Bernard / Jeanne-Mance,11,12250269
Métro Université de Montréal (Édouard-Montpetit / Louis-Collin),Métro Rosemont (de St-Vallier / Rosemont),1,1071251
Métro Université de Montréal (Édouard-Montpetit / Louis-Collin),St-Laurent / Pl. du Marché,8,10379096
Métro Université de Montréal (Édouard-Montpetit / Louis-Collin),Marché Jean-Talon (Casgrain / Shamrock),7,10888516
St-Jacques / Richmond,Métro Lionel-Groulx (St-Jacques / Atwater),7,3597731
Stanley / René-Lévesque,Frontenac / Ste-Catherine,4,4961909
Stanley / René-Lévesque,St-Laurent / Pl. du Marché,3,1979124
Stanley / René-Lévesque,Dorion / Ontario,7,7503878
Métro Beaubien (de St-Vallier / Beaubien),Bernard / Jeanne-Mance,29,22200001
Métro Beaubien (de St-Vallier / Beaubien),Marché Jean-Talon (Casgrain / Shamrock),25,15032042
Métro Beaubien (de St-Vallier / Beaubien),20e avenue / de Bellechasse,9,9569925
Métro Beaubien (de St-Vallier / Beaubien),Villeray / De Normanville,6,3862829
Métro Beaubien (de St-Vallier / Beaubien),Métro Sauvé (Berri / Sauvé),3,5000358
Métro Peel (de Maisonneuve / Stanley),Marché Jean-Talon (Casgrain / Shamrock),1,1665572
Métro Peel (de Maisonneuve / Stanley),du Mont-Royal / de Brébeuf,3,4463540
Métro Peel (de Maisonneuve / Stanley),Dorion / Ontario,6,6835262
Métro Peel (de Maisonneuve / Stanley),Fullum / Marie-Anne,3,5702668
Métro Peel (de Maisonneuve / Stanley),St-Laurent / Pl. du Marché,4,2112446
Métro Papineau (Dorion / De Maisonneuve),Dorion / Ontario,136,44820576
Métro Papineau (Dorion / De Maisonneuve),du Mont-Royal / de Brébeuf,4,4042534
Garnier / du Mont-Royal,Bibliothèque et Complexe aquatique Rosemont (8e avenue / Rosemont),4,4570585
Métro Laurier (Berri / St-Joseph),Marché Jean-Talon (Casgrain / Shamrock),7,5427044
Métro Laurier (Berri / St-Joseph),Fullum / Marie-Anne,10,10254445
Métro Laurier (Berri / St-Joseph),du Mont-Royal / de Brébeuf,9,7200884
Fortune / Wellington,St-Laurent / Pl. du Marché,7,9968720
Fortune / Wellington,Regina / de Verdun,3,1168240
Fortune / Wellington,Métro Lionel-Groulx (St-Jacques / Atwater),6,4179898
Fullum / Marie-Anne,Fullum / Marie-Anne,26,16137753
Fullum / Marie-Anne,Dorion / Ontario,6,3440877
St-Patrick / Thomas-Keefer,Regina / de Verdun,29,16143094
Messier / St-Joseph,Villeray / De Normanville,3,4159084
de la Côte-Ste-Catherine / Davaar,Bernard / Jeanne-Mance,12,10560041
Métro Sherbrooke (de Rigaud / Berri),du Mont-Royal / de Brébeuf,10,7223696
de la Côte-Ste-Catherine / Davaar,HEC (Decelles / Jean-Brillant),1,638431
Jeanne-Mance / René-Lévesque,Calixa-Lavallée / Rachel,1,1299093
Messier / St-Joseph,Marché Jean-Talon (Casgrain / Shamrock),3,4044384
du Mont-Royal / St-André,Chabanel / du Parc,8,18630405
St-Jacques / Vinet,Atwater / Greene,11,3058775
Parc Beaubien Outremont (Stuart / St-Viateur),6e Avenue / Bélanger,1,1382858
Parc Beaubien Outremont (Stuart / St-Viateur),Marché Jean-Talon (Casgrain / Shamrock),1,739838
Roy / St-André,Place Valois (Valois / Ontario),1,1054413
Roy / St-André,Métro Rosemont (de St-Vallier / Rosemont),4,3369009
Roy / St-André,St-Laurent / Pl. du Marché,33,19197117
Notre-Dame / St-Gabriel,Dorion / Ontario,3,3782835
Métro Parc  (Hutchison / Ogilvy),Bibliothèque et Complexe aquatique Rosemont (8e avenue / Rosemont),2,2990637
St-Laurent / Pl. du Marché,St-Laurent / Pl. du Marché,108,140308432
St-Laurent / Pl. du Marché,Métro Lionel-Groulx (St-Jacques / Atwater),2,2104221
St-Laurent / Pl. du Marché,Place Valois (Valois / Ontario),2,3254488
St-Laurent / Pl. du Marché,Dorion / Ontario,18,12526623
Complexe Desjardins (St-Urbain / René-Lévesque),Métro Lionel-Groulx (St-Jacques / Atwater),14,18560592
Fabrik8 (Waverly / Jean-Talon),Métro Viau (Pierre-de-Coubertin / Viau),3,7440720
Fabrik8 (Waverly / Jean-Talon),Bernard / Jeanne-Mance,9,7678033
du Parc-Lafontaine / Rachel,20e avenue / de Bellechasse,2,4403015
du Parc-Lafontaine / Rachel,du Mont-Royal / de Brébeuf,24,8473880
du Parc-Lafontaine / Rachel,Bernard / Jeanne-Mance,19,21896551
Bernard / Jeanne-Mance,Fullum / Marie-Anne,23,24843826
Bernard / Jeanne-Mance,Marché Jean-Talon (Casgrain / Shamrock),44,41336001
Bernard / Jeanne-Mance,Bernard / Jeanne-Mance,63,136563455
Bernard / Jeanne-Mance,du Mont-Royal / de Brébeuf,5,4293914
Bernard / Jeanne-Mance,Bibliothèque et Complexe aquatique Rosemont (8e avenue / Rosemont),6,6974585
Bernard / Jeanne-Mance,Place Valois (Valois / Ontario),11,24881023
Bernard / Jeanne-Mance,6e Avenue / Bélanger,1,2061897
Marquette / des Carrières,Métro Rosemont (de St-Vallier / Rosemont),119,42399956
Marquette / des Carrières,Marché Jean-Talon (Casgrain / Shamrock),34,31891331
Marquette / des Carrières,Bibliothèque et Complexe aquatique Rosemont (8e avenue / Rosemont),15,8972659
Bernard / Jeanne-Mance,HEC (Decelles / Jean-Brillant),5,6124117
de Maisonneuve / Greene,HEC (Decelles / Jean-Brillant),6,12225526
Cartier / Marie-Anne,Marché Jean-Talon (Casgrain / Shamrock),32,48472867
Cartier / Marie-Anne,Fullum / Marie-Anne,30,9874978
Cartier / Marie-Anne,Dorion / Ontario,31,14659183
Cartier / Marie-Anne,Bernard / Jeanne-Mance,10,14429266
Cartier / Marie-Anne,du Mont-Royal / de Brébeuf,33,21970607
HEC (Decelles / Jean-Brillant),HEC (Decelles / Jean-Brillant),28,2201515
HEC (Decelles / Jean-Brillant),Villeray / De Normanville,1,1924714
HEC (Decelles / Jean-Brillant),Bernard / Jeanne-Mance,6,6718808
Square Viger (Berri / Viger),Bernard / Jeanne-Mance,21,42358072
Beaubien / 8e avenue,Fullum / Marie-Anne,1,977547
Collège de Maisonneuve (Sherbrooke / Bourbonnière),Calixa-Lavallée / Rachel,5,6133132
Peel / Notre-Dame,du Mont-Royal / de Brébeuf,6,9256459
Métro Sauvé (Berri / Sauvé),Métro Sauvé (Berri / Sauvé),6,10390542
Ste-Catherine / Bishop,Métro Sherbrooke (de Rigaud / Berri),2,3990187
Ste-Catherine / Bishop,St-Urbain / Laurier,1,1545427
Grey / Sherbrooke,St-Urbain / Laurier,11,23064690
Grey / Sherbrooke,de Maisonneuve / Aylmer (est),13,26697743
Marché St-Jacques (Atateken),Square Viger (Berri / Viger),44,25212844
Marché St-Jacques (Atateken),de l'Hôtel-de-Ville / Rachel,23,16161857
Marché St-Jacques (Atateken),Aylwin / Ontario,14,12569322
Marché St-Jacques (Atateken),de Maisonneuve / Aylmer (est),19,13624565
Marché St-Jacques (Atateken),Complexe Desjardins (St-Urbain / René-Lévesque),31,22146376
Marché St-Jacques (Atateken),St-Urbain / Laurier,7,7915404
Marché St-Jacques (Atateken),du Mont-Royal / Clark,9,8800438
Fabre / Jean-Talon,Parc Molson (d'Iberville / Beaubien),6,3834952
Fabre / Jean-Talon,Milton / St-Laurent,12,23128029
Fabre / Jean-Talon,du Mont-Royal / Clark,3,4112733
Parc Jeanne-Mance (du Mont-Royal / du Parc),Square Viger (Berri / Viger),37,36283729
Parc Jeanne-Mance (du Mont-Royal / du Parc),Roy / Saint-Laurent,17,9654589
Parc Jeanne-Mance (du Mont-Royal / du Parc),Milton / St-Laurent,12,7634992
Parc Jeanne-Mance (du Mont-Royal / du Parc),de l'Hôtel-de-Ville / Rachel,28,12838110
Parc Jeanne-Mance (du Mont-Royal / du Parc),Métro Sherbrooke (de Rigaud / Berri),10,6376347
Émile-Duployé / Rachel,St-Urbain / Laurier,28,26590871
Émile-Duployé / Rachel,de l'Hôtel-de-Ville / Rachel,58,31451431
Émile-Duployé / Rachel,du Mont-Royal / Clark,68,100976389
Émile-Duployé / Rachel,Milton / St-Laurent,21,15349812
Émile-Duployé / Rachel,Métro Sherbrooke (de Rigaud / Berri),27,29658790
Laurier / de Brébeuf,Métro Sherbrooke (de Rigaud / Berri),32,23421125
Laurier / de Brébeuf,de l'Hôtel-de-Ville / Rachel,16,10162072
Laurier / de Brébeuf,du Mont-Royal / Clark,43,35537651
Laurier / de Brébeuf,Milton / St-Laurent,12,13348800
Laurier / de Brébeuf,15e avenue / Laurier,14,15699802
Laurier / de Brébeuf,Complexe Desjardins (St-Urbain / René-Lévesque),3,3469295
Laurier / de Brébeuf,St-Urbain / Laurier,59,33245939
Laurier / de Brébeuf,Parc Molson (d'Iberville / Beaubien),12,11355253
Laurier / de Brébeuf,Parc du Père-Marquette (de Bellechasse / de Lanaudière),6,4138056
Grand Boulevard / Sherbrooke,Parc Labelle (LaSalle / Henri-Duhamel),4,5421119
Notre-Dame / St-Martin,Roy / Saint-Laurent,2,3446286
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),Aylwin / Ontario,7,10013217
Square Viger (Berri / Viger),Square Viger (Berri / Viger),55,8483787
Square Viger (Berri / Viger),du Mont-Royal / Clark,24,26947457
Square Viger (Berri / Viger),de l'Hôtel-de-Ville / Rachel,2,2050828
Beaubien / 8e avenue,15e avenue / Laurier,1,606470
de Maisonneuve / Fullum,de l'Hôtel-de-Ville / Rachel,1,1217557
de Maisonneuve / Fullum,Square Viger (Berri / Viger),10,19746731
de Maisonneuve / Fullum,de Maisonneuve / Aylmer (est),2,2315156
de Maisonneuve / Fullum,du Mont-Royal / Clark,2,2930846
de Maisonneuve / Fullum,Parc Molson (d'Iberville / Beaubien),3,4546226
de Maisonneuve / Fullum,Complexe Desjardins (St-Urbain / René-Lévesque),16,15223853
de Maisonneuve / Fullum,15e avenue / Laurier,7,9171627
Collège de Maisonneuve (Sherbrooke / Bourbonnière),Aylwin / Ontario,32,12617420
Collège de Maisonneuve (Sherbrooke / Bourbonnière),15e avenue / Laurier,11,5129117
Collège de Maisonneuve (Sherbrooke / Bourbonnière),de l'Hôtel-de-Ville / Rachel,4,6662481
Place Ville-Marie (Robert-Bourassa / René-Lévesque),Métro Sherbrooke (de Rigaud / Berri),4,3025788
Place Ville-Marie (Robert-Bourassa / René-Lévesque),de l'Hôtel-de-Ville / Rachel,2,2090370
Peel / Notre-Dame,de Maisonneuve / Aylmer (est),9,6337565
Peel / Notre-Dame,Métro Sherbrooke (de Rigaud / Berri),10,12531122
Peel / Notre-Dame,du Mont-Royal / Clark,3,4084221
Métro Sauvé (Berri / Sauvé),Parc du Père-Marquette (de Bellechasse / de Lanaudière),1,2460494
Milton / St-Laurent,Milton / St-Laurent,79,45090552
Milton / St-Laurent,de la Commune / Place Jacques-Cartier,5,7577407
Milton / St-Laurent,Roy / Saint-Laurent,31,11482394
Milton / St-Laurent,Notre-Dame / St-Gabriel,5,5509183
Milton / St-Laurent,de Maisonneuve / Aylmer (est),9,7452717
Milton / St-Laurent,de l'Hôtel-de-Ville / Rachel,28,27944354
Milton / St-Laurent,du Mont-Royal / Clark,48,28122641
Milton / St-Laurent,Complexe Desjardins (St-Urbain / René-Lévesque),7,2755436
Métro Université de Montréal (Édouard-Montpetit / Louis-Collin),Parc Molson (d'Iberville / Beaubien),4,7644121
Parc Labelle (LaSalle / Henri-Duhamel),Parc Labelle (LaSalle / Henri-Duhamel),5,118397
St-Jacques / Richmond,Milton / St-Laurent,2,2343726
Stanley / René-Lévesque,Métro Sherbrooke (de Rigaud / Berri),2,2490115
Stanley / René-Lévesque,Milton / St-Laurent,28,22894852
Stanley / René-Lévesque,du Mont-Royal / Clark,49,59657230
Stanley / René-Lévesque,Square Viger (Berri / Viger),2,1395243
Calixa-Lavallée / Rachel 2,Métro Joliette  (Hochelaga / Joliette),1,1093034
Calixa-Lavallée / Rachel 2,du Mont-Royal / Clark,2,1203546
Métro Beaubien (de St-Vallier / Beaubien),Métro Sherbrooke (de Rigaud / Berri),11,11072317
Métro Beaubien (de St-Vallier / Beaubien),St-Urbain / Laurier,35,30236858
Métro Beaubien (de St-Vallier / Beaubien),Milton / St-Laurent,2,2569912
Métro Beaubien (de St-Vallier / Beaubien),du Mont-Royal / Clark,13,13645540
Métro Beaubien (de St-Vallier / Beaubien),Parc du Père-Marquette (de Bellechasse / de Lanaudière),26,11479233
Métro Beaubien (de St-Vallier / Beaubien),de l'Hôtel-de-Ville / Rachel,9,6979481
Métro Beaubien (de St-Vallier / Beaubien),Parc Molson (d'Iberville / Beaubien),65,268561720
Métro Peel (de Maisonneuve / Stanley),Milton / St-Laurent,45,30049255
Métro Peel (de Maisonneuve / Stanley),Complexe Desjardins (St-Urbain / René-Lévesque),11,209950680
Métro Peel (de Maisonneuve / Stanley),de Maisonneuve / Aylmer (est),5,1302993
Métro Peel (de Maisonneuve / Stanley),de la Commune / Place Jacques-Cartier,12,10260253
Métro Peel (de Maisonneuve / Stanley),Parc Labelle (LaSalle / Henri-Duhamel),2,8906925
Métro Peel (de Maisonneuve / Stanley),du Mont-Royal / Clark,14,214928644
Métro Peel (de Maisonneuve / Stanley),Roy / Saint-Laurent,8,7778455
Métro Papineau (Dorion / De Maisonneuve),Complexe Desjardins (St-Urbain / René-Lévesque),4,3003727
Garnier / du Mont-Royal,St-Urbain / Laurier,25,40888557
Garnier / du Mont-Royal,Métro Sherbrooke (de Rigaud / Berri),17,10664312
Garnier / du Mont-Royal,du Mont-Royal / Clark,53,32082016
Métro Laurier (Berri / St-Joseph),Métro Sherbrooke (de Rigaud / Berri),8,4576006
Métro Laurier (Berri / St-Joseph),du Mont-Royal / Clark,6,2441885
Métro Laurier (Berri / St-Joseph),Roy / Saint-Laurent,10,5835168
Métro Laurier (Berri / St-Joseph),15e avenue / Laurier,11,13725076
Métro Laurier (Berri / St-Joseph),Complexe Desjardins (St-Urbain / René-Lévesque),2,2718166
Métro Laurier (Berri / St-Joseph),Square Viger (Berri / Viger),3,3155256
Métro Laurier (Berri / St-Joseph),St-Urbain / Laurier,19,13126623
Fortune / Wellington,St-Patrick / Thomas-Keefer,5,2635728
Parc MacDonald (Clanranald / Isabella),St-Urbain / Laurier,1,1984332
Parc MacDonald (Clanranald / Isabella),Roy / Saint-Laurent,1,2704122
St-Patrick / Thomas-Keefer,St-Patrick / Thomas-Keefer,20,20270312
Messier / St-Joseph,Parc du Père-Marquette (de Bellechasse / de Lanaudière),5,4091013
Messier / St-Joseph,de l'Hôtel-de-Ville / Rachel,3,2547373
Métro Sherbrooke (de Rigaud / Berri),Square Viger (Berri / Viger),15,7415908
Métro Sherbrooke (de Rigaud / Berri),Roy / Saint-Laurent,69,23740907
Métro Sherbrooke (de Rigaud / Berri),Complexe Desjardins (St-Urbain / René-Lévesque),6,2790376
de la Côte-Ste-Catherine / Davaar,Aylwin / Ontario,20,45606829
de la Côte-Ste-Catherine / Davaar,St-Urbain / Laurier,5,2602196
Jeanne-Mance / René-Lévesque,Notre-Dame / St-Gabriel,1,2256520
Jeanne-Mance / René-Lévesque,Complexe Desjardins (St-Urbain / René-Lévesque),9,11772761
Jeanne-Mance / René-Lévesque,Métro Sherbrooke (de Rigaud / Berri),1,2818094
Messier / St-Joseph,15e avenue / Laurier,3,1977712
du Mont-Royal / St-André,Complexe Desjardins (St-Urbain / René-Lévesque),1,1431331
Parc Beaubien Outremont (Stuart / St-Viateur),de Maisonneuve / Aylmer (est),8,9634022
Roy / St-André,Parc du Père-Marquette (de Bellechasse / de Lanaudière),27,30570205
Roy / St-André,Square Viger (Berri / Viger),17,8775852
Roy / St-André,Roy / Saint-Laurent,73,88425389
Roy / St-André,du Mont-Royal / Clark,17,13874209
Roy / St-André,de l'Hôtel-de-Ville / Rachel,10,17100765
Roy / St-André,Métro Sherbrooke (de Rigaud / Berri),43,12738849
St-Laurent / Pl. du Marché,Complexe Desjardins (St-Urbain / René-Lévesque),11,12487026
St-Laurent / Pl. du Marché,du Mont-Royal / Clark,17,30420118
St-Laurent / Pl. du Marché,Notre-Dame / St-Gabriel,9,8766097
St-Laurent / Pl. du Marché,de l'Hôtel-de-Ville / Rachel,8,6063009
St-Laurent / Pl. du Marché,St-Urbain / Laurier,3,3058739
du Parc-Lafontaine / Rachel,Métro Sherbrooke (de Rigaud / Berri),13,9783205
du Parc-Lafontaine / Rachel,Aylwin / Ontario,2,2368952
du Parc-Lafontaine / Rachel,St-Urbain / Laurier,15,14330057
du Parc-Lafontaine / Rachel,15e avenue / Laurier,3,4254532
Ste-Catherine / Bishop,de l'Hôtel-de-Ville / Rachel,12,14362213
Bernard / Jeanne-Mance,Complexe Desjardins (St-Urbain / René-Lévesque),15,15986894
Bernard / Jeanne-Mance,du Mont-Royal / Clark,126,65010975
Bernard / Jeanne-Mance,Square Viger (Berri / Viger),47,173088735
Bernard / Jeanne-Mance,Métro Sherbrooke (de Rigaud / Berri),17,20236426
Bernard / Jeanne-Mance,de Maisonneuve / Aylmer (est),4,4005417
Bernard / Jeanne-Mance,Parc Molson (d'Iberville / Beaubien),35,40158387
Marquette / des Carrières,du Mont-Royal / Clark,13,12775970
Marquette / des Carrières,Parc Molson (d'Iberville / Beaubien),6,3043205
Émile-Duployé / Rachel,Square Viger (Berri / Viger),6,7235796
Émile-Duployé / Rachel,Complexe Desjardins (St-Urbain / René-Lévesque),4,3704387
Bernard / Jeanne-Mance,Parc du Père-Marquette (de Bellechasse / de Lanaudière),11,8062845
Bernard / Jeanne-Mance,St-Urbain / Laurier,36,13451019
de Maisonneuve / Greene,Roy / Saint-Laurent,1,1704563
Cartier / Marie-Anne,St-Urbain / Laurier,32,30432158
Cartier / Marie-Anne,de l'Hôtel-de-Ville / Rachel,34,22779318
Cartier / Marie-Anne,Milton / St-Laurent,10,11215042
Cartier / Marie-Anne,Aylwin / Ontario,9,9550807
Cartier / Marie-Anne,Parc Molson (d'Iberville / Beaubien),19,18577588
Cartier / Marie-Anne,15e avenue / Laurier,2,1647501
Cartier / Marie-Anne,Métro Sherbrooke (de Rigaud / Berri),15,10295493
Cartier / Marie-Anne,du Mont-Royal / Clark,14,11135756
HEC (Decelles / Jean-Brillant),du Mont-Royal / Clark,22,44665489
